InvoiceNo,Description,Quantity,UnitPrice,InvoiceDate,Country,CustomerID
603519,Laptop Stand,1,30.0,2023-09-23 02:00:00,Spain,49914
475522,Smartwatch,5,199.99,2022-05-04 04:00:00,Germany,35878
594500,Bluetooth Speaker,1,45.0,2024-12-24 01:00:00,United Kingdom,46649
601177,Portable SSD,6,99.99,2023-01-04 10:00:00,Germany,55970
833472,Portable SSD,1,99.99,2022-02-18 01:00:00,Italy,83912
963036,Mechanical Keyboard,4,85.0,2022-12-09 10:00:00,United Kingdom,31213
723631,Wireless Mouse,6,15.99,2023-02-18 08:00:00,Italy,15588
687346,Webcam HD,8,39.99,2023-06-17 06:00:00,Belgium,43517
527433,Mechanical Keyboard,1,85.0,2024-01-14 17:00:00,Belgium,85836
483508,Mechanical Keyboard,4,85.0,2023-09-15 18:00:00,France,18971
839166,Webcam HD,6,39.99,2023-03-20 15:00:00,Belgium,68063
259215,Smartwatch,4,199.99,2022-12-11 00:00:00,France,93310
576519,Webcam HD,4,39.99,2023-12-31 06:00:00,Germany,26763
778505,Bluetooth Speaker,8,45.0,2023-10-10 19:00:00,France,55180
320386,Mechanical Keyboard,7,85.0,2024-10-10 08:00:00,Netherlands,84985
948074,LED Monitor,4,150.0,2023-10-29 12:00:00,Spain,18400
503354,Mechanical Keyboard,3,85.0,2022-05-18 14:00:00,Germany,16745
944297,LED Monitor,5,150.0,2024-07-17 04:00:00,France,70970
345490,Laptop Stand,5,30.0,2023-05-26 13:00:00,Netherlands,60022
632322,Wireless Mouse,7,15.99,2023-01-08 02:00:00,Belgium,38281
951244,Noise Cancelling Headphones,7,120.0,2024-04-11 04:00:00,United Kingdom,66411
939904,Laptop Stand,8,30.0,2022-01-07 07:00:00,Spain,49648
277052,Noise Cancelling Headphones,7,120.0,2023-10-25 16:00:00,Italy,22121
402431,LED Monitor,7,150.0,2022-01-22 21:00:00,Belgium,77104
180837,Laptop Stand,3,30.0,2023-04-25 08:00:00,France,87927
847538,Noise Cancelling Headphones,10,120.0,2024-09-28 12:00:00,Spain,60560
490312,Portable SSD,6,99.99,2022-12-16 22:00:00,France,87743
974606,Laptop Stand,1,30.0,2022-11-08 18:00:00,France,51445
222479,Laptop Stand,8,30.0,2024-03-24 10:00:00,Italy,37003
286771,Bluetooth Speaker,8,45.0,2024-09-14 11:00:00,Spain,41734
387159,Smartwatch,5,199.99,2022-12-23 17:00:00,France,77017
939306,Smartwatch,2,199.99,2023-07-01 08:00:00,United Kingdom,81194
739621,Mechanical Keyboard,4,85.0,2022-03-06 18:00:00,United Kingdom,24826
563265,USB-C Cable,2,7.99,2024-08-29 18:00:00,Italy,81616
252509,LED Monitor,9,150.0,2022-10-03 03:00:00,Italy,80965
806969,Laptop Stand,2,30.0,2022-12-26 03:00:00,France,27370
933786,Laptop Stand,7,30.0,2022-10-21 22:00:00,Italy,39708
570616,Webcam HD,10,39.99,2022-01-04 08:00:00,France,97020
297981,Noise Cancelling Headphones,3,120.0,2023-10-25 21:00:00,France,53745
510617,USB-C Cable,1,7.99,2022-02-08 03:00:00,United Kingdom,52758
203123,Noise Cancelling Headphones,6,120.0,2022-10-12 00:00:00,Belgium,53422
831415,LED Monitor,10,150.0,2024-10-01 15:00:00,Netherlands,78307
116757,Portable SSD,10,99.99,2024-05-04 21:00:00,United Kingdom,49359
990183,Smartwatch,5,199.99,2024-01-07 05:00:00,France,34217
637836,Smartwatch,1,199.99,2023-12-13 15:00:00,Germany,39042
422354,Portable SSD,4,99.99,2023-11-26 16:00:00,Italy,23957
888807,Portable SSD,1,99.99,2024-11-08 18:00:00,Germany,84031
171748,Webcam HD,5,39.99,2024-10-12 13:00:00,United Kingdom,44076
859684,Bluetooth Speaker,5,45.0,2024-04-18 12:00:00,Spain,24468
338907,Laptop Stand,7,30.0,2024-11-11 00:00:00,Netherlands,91691
293318,USB-C Cable,2,7.99,2022-02-14 16:00:00,Germany,65165
774839,Noise Cancelling Headphones,5,120.0,2024-01-18 08:00:00,United Kingdom,84378
848492,Noise Cancelling Headphones,7,120.0,2024-08-19 06:00:00,Germany,87114
173664,LED Monitor,8,150.0,2024-03-23 19:00:00,United Kingdom,18902
462082,LED Monitor,6,150.0,2024-10-28 00:00:00,Italy,68225
475972,Smartwatch,2,199.99,2022-06-25 04:00:00,Germany,89428
792133,Portable SSD,7,99.99,2022-07-21 06:00:00,Spain,97936
503298,USB-C Cable,6,7.99,2024-10-10 19:00:00,United Kingdom,11536
914435,Wireless Mouse,2,15.99,2024-04-29 07:00:00,United Kingdom,81129
770514,Wireless Mouse,8,15.99,2024-06-17 19:00:00,Italy,71974
258540,Bluetooth Speaker,4,45.0,2023-03-19 04:00:00,Belgium,45921
500360,Wireless Mouse,8,15.99,2024-08-04 03:00:00,Belgium,90649
680441,Bluetooth Speaker,3,45.0,2024-11-16 06:00:00,Belgium,89818
697573,Webcam HD,3,39.99,2024-12-05 01:00:00,Germany,39814
701441,Laptop Stand,8,30.0,2022-01-20 12:00:00,United Kingdom,93180
272366,Noise Cancelling Headphones,5,120.0,2022-01-28 20:00:00,Belgium,78139
156317,Noise Cancelling Headphones,1,120.0,2023-08-25 03:00:00,Italy,13655
110542,Smartwatch,2,199.99,2024-05-19 16:00:00,Germany,36404
297365,Mechanical Keyboard,5,85.0,2024-06-29 02:00:00,United Kingdom,72116
369428,Wireless Mouse,7,15.99,2022-09-30 11:00:00,United Kingdom,33297
472287,Webcam HD,3,39.99,2022-03-03 21:00:00,Belgium,30504
163149,Noise Cancelling Headphones,8,120.0,2023-07-12 07:00:00,Germany,24430
744192,Portable SSD,7,99.99,2022-05-21 01:00:00,Germany,94537
919018,USB-C Cable,10,7.99,2022-08-18 06:00:00,Germany,61918
670681,Webcam HD,6,39.99,2024-06-10 08:00:00,France,20268
573675,Mechanical Keyboard,9,85.0,2022-01-31 20:00:00,United Kingdom,91552
883128,Portable SSD,6,99.99,2024-11-10 12:00:00,Germany,37735
578824,LED Monitor,2,150.0,2024-08-02 22:00:00,Spain,54973
402001,Webcam HD,6,39.99,2024-03-22 19:00:00,Netherlands,29326
302265,Laptop Stand,2,30.0,2024-07-04 03:00:00,Netherlands,46967
339107,Smartwatch,1,199.99,2023-12-31 09:00:00,Belgium,56858
492567,Smartwatch,7,199.99,2023-05-26 08:00:00,France,66269
352570,USB-C Cable,9,7.99,2024-08-05 03:00:00,United Kingdom,38849
327583,Smartwatch,3,199.99,2022-12-20 21:00:00,Belgium,57784
396797,LED Monitor,5,150.0,2023-06-29 04:00:00,France,78706
451992,Laptop Stand,5,30.0,2024-08-28 13:00:00,Netherlands,14604
829933,Wireless Mouse,10,15.99,2022-12-27 13:00:00,France,55324
700927,Mechanical Keyboard,9,85.0,2022-10-05 15:00:00,Spain,14040
149290,Smartwatch,3,199.99,2023-07-12 13:00:00,Italy,85176
386015,Noise Cancelling Headphones,1,120.0,2022-08-20 22:00:00,Belgium,19912
696499,Mechanical Keyboard,7,85.0,2023-08-02 16:00:00,Netherlands,99529
710245,Portable SSD,7,99.99,2023-07-07 23:00:00,Germany,12357
840593,Mechanical Keyboard,2,85.0,2023-02-25 17:00:00,Netherlands,18978
935593,Webcam HD,5,39.99,2022-04-24 22:00:00,Spain,71016
313662,Webcam HD,3,39.99,2024-01-13 18:00:00,Spain,33617
338697,Webcam HD,4,39.99,2023-10-22 11:00:00,France,71483
629306,Wireless Mouse,5,15.99,2023-12-20 13:00:00,Germany,83664
343143,Wireless Mouse,10,15.99,2022-12-18 14:00:00,Belgium,67937
339343,Mechanical Keyboard,1,85.0,2024-01-16 01:00:00,Germany,65428
730283,Portable SSD,1,99.99,2023-12-03 04:00:00,Netherlands,82114
495900,Mechanical Keyboard,7,85.0,2022-10-11 00:00:00,France,82324
130568,Bluetooth Speaker,1,45.0,2024-02-05 19:00:00,Italy,99415
656589,Bluetooth Speaker,1,45.0,2022-10-04 21:00:00,Belgium,51402
436275,Wireless Mouse,4,15.99,2023-04-16 20:00:00,Belgium,26981
635068,Wireless Mouse,6,15.99,2022-05-12 07:00:00,Italy,46747
306657,Noise Cancelling Headphones,8,120.0,2023-11-13 20:00:00,Spain,89917
498897,USB-C Cable,5,7.99,2022-03-23 13:00:00,Belgium,17638
513173,Wireless Mouse,10,15.99,2024-02-22 23:00:00,Spain,68126
120653,Laptop Stand,8,30.0,2024-12-29 07:00:00,France,80166
608139,Webcam HD,5,39.99,2022-05-07 07:00:00,Belgium,27069
138306,LED Monitor,10,150.0,2022-02-21 10:00:00,Italy,74276
564192,Noise Cancelling Headphones,6,120.0,2023-08-13 22:00:00,Netherlands,62624
358729,Smartwatch,4,199.99,2023-04-30 09:00:00,Netherlands,63420
266008,Noise Cancelling Headphones,6,120.0,2022-10-08 16:00:00,Italy,76491
217596,Noise Cancelling Headphones,8,120.0,2023-04-25 04:00:00,Belgium,99928
211408,Portable SSD,8,99.99,2022-12-17 06:00:00,Belgium,97548
792493,Wireless Mouse,6,15.99,2022-11-21 23:00:00,Germany,71344
734284,Smartwatch,2,199.99,2024-03-24 15:00:00,Italy,71048
514897,Bluetooth Speaker,1,45.0,2024-01-04 13:00:00,France,21874
760502,Smartwatch,6,199.99,2024-04-28 01:00:00,United Kingdom,72325
387322,Smartwatch,1,199.99,2023-01-25 13:00:00,Belgium,76315
423078,Bluetooth Speaker,3,45.0,2024-08-23 04:00:00,United Kingdom,73164
299179,Mechanical Keyboard,6,85.0,2023-05-11 01:00:00,United Kingdom,18628
668580,Mechanical Keyboard,9,85.0,2022-09-12 08:00:00,Spain,11798
873654,Portable SSD,5,99.99,2023-08-31 18:00:00,Belgium,20594
195345,Smartwatch,1,199.99,2023-04-03 09:00:00,France,80823
900475,Mechanical Keyboard,7,85.0,2022-01-17 16:00:00,United Kingdom,37039
504691,USB-C Cable,4,7.99,2024-01-04 21:00:00,Germany,69172
892898,Wireless Mouse,6,15.99,2023-08-03 05:00:00,Germany,47553
218157,Wireless Mouse,4,15.99,2022-01-02 20:00:00,Netherlands,47480
139787,LED Monitor,7,150.0,2022-01-27 12:00:00,Germany,29167
860277,Bluetooth Speaker,6,45.0,2022-09-26 14:00:00,Germany,65430
667823,Webcam HD,5,39.99,2023-09-19 06:00:00,Spain,17851
357222,Bluetooth Speaker,2,45.0,2024-10-07 17:00:00,Netherlands,42353
569098,Laptop Stand,6,30.0,2024-05-10 03:00:00,Netherlands,62819
158409,Noise Cancelling Headphones,8,120.0,2023-06-29 05:00:00,France,23316
850442,Webcam HD,7,39.99,2023-05-28 11:00:00,Netherlands,48027
900608,Smartwatch,3,199.99,2023-02-04 11:00:00,France,56551
907071,USB-C Cable,7,7.99,2022-09-24 04:00:00,United Kingdom,10049
400866,Noise Cancelling Headphones,8,120.0,2022-01-30 19:00:00,Netherlands,78567
122402,Mechanical Keyboard,5,85.0,2024-07-01 06:00:00,United Kingdom,68465
566133,Smartwatch,6,199.99,2022-06-23 14:00:00,Spain,17391
950379,Wireless Mouse,2,15.99,2023-05-01 14:00:00,Spain,49949
531801,Mechanical Keyboard,7,85.0,2023-10-25 21:00:00,Italy,59190
145256,USB-C Cable,4,7.99,2022-02-14 18:00:00,France,25556
160834,Laptop Stand,6,30.0,2023-03-20 22:00:00,Germany,28473
577292,Portable SSD,5,99.99,2023-03-08 02:00:00,Germany,97989
619275,Bluetooth Speaker,10,45.0,2022-05-12 13:00:00,France,25962
473681,Portable SSD,9,99.99,2022-10-08 09:00:00,France,85724
810485,USB-C Cable,9,7.99,2023-08-25 10:00:00,United Kingdom,31890
962644,Noise Cancelling Headphones,4,120.0,2023-09-24 09:00:00,Belgium,84926
621221,Noise Cancelling Headphones,10,120.0,2024-10-15 12:00:00,Spain,13441
301739,LED Monitor,7,150.0,2022-02-03 18:00:00,Italy,89597
750820,Wireless Mouse,6,15.99,2024-07-23 15:00:00,Germany,29438
355370,Noise Cancelling Headphones,9,120.0,2022-08-28 05:00:00,Italy,65618
555720,USB-C Cable,3,7.99,2023-01-24 20:00:00,Italy,89433
568998,USB-C Cable,5,7.99,2023-08-25 02:00:00,Belgium,18685
826680,USB-C Cable,2,7.99,2023-09-01 13:00:00,United Kingdom,71508
720403,Laptop Stand,9,30.0,2024-12-06 17:00:00,United Kingdom,80921
720764,Noise Cancelling Headphones,7,120.0,2023-12-07 05:00:00,Italy,38838
330271,Laptop Stand,2,30.0,2024-07-16 12:00:00,Spain,69498
660962,LED Monitor,7,150.0,2024-06-18 09:00:00,Spain,84246
559640,Mechanical Keyboard,5,85.0,2022-02-12 16:00:00,Italy,46197
562886,Mechanical Keyboard,4,85.0,2023-11-22 06:00:00,Netherlands,22892
775502,Mechanical Keyboard,3,85.0,2022-02-07 04:00:00,United Kingdom,36282
495744,Bluetooth Speaker,4,45.0,2024-07-09 17:00:00,Netherlands,18999
472312,Bluetooth Speaker,1,45.0,2024-09-30 17:00:00,Belgium,50249
976777,Wireless Mouse,5,15.99,2024-04-04 17:00:00,United Kingdom,88440
812226,Portable SSD,5,99.99,2023-11-15 14:00:00,Germany,26915
663488,Webcam HD,6,39.99,2024-03-05 18:00:00,Germany,19998
326922,Smartwatch,8,199.99,2024-10-08 17:00:00,United Kingdom,84607
307260,Smartwatch,9,199.99,2022-10-29 23:00:00,Germany,44538
626052,Webcam HD,8,39.99,2024-11-15 01:00:00,France,26484
149825,Webcam HD,10,39.99,2024-12-25 21:00:00,Netherlands,98288
371087,Bluetooth Speaker,1,45.0,2024-09-07 00:00:00,France,89789
922317,Portable SSD,3,99.99,2023-11-21 13:00:00,Spain,54125
821297,Bluetooth Speaker,6,45.0,2022-01-21 23:00:00,France,24751
275942,USB-C Cable,3,7.99,2023-03-30 12:00:00,Spain,58810
105174,Mechanical Keyboard,6,85.0,2022-07-30 11:00:00,Spain,69030
732874,LED Monitor,3,150.0,2022-04-14 06:00:00,France,15060
933681,Bluetooth Speaker,8,45.0,2022-04-10 06:00:00,France,26257
826915,USB-C Cable,7,7.99,2024-04-26 02:00:00,Germany,20354
551011,Laptop Stand,2,30.0,2024-03-08 16:00:00,Italy,71340
458516,Wireless Mouse,6,15.99,2024-02-19 01:00:00,United Kingdom,30109
112626,Laptop Stand,5,30.0,2023-11-16 05:00:00,Germany,24805
151166,Smartwatch,1,199.99,2023-08-18 07:00:00,Germany,83239
967589,Wireless Mouse,2,15.99,2023-07-10 06:00:00,Belgium,89791
617330,LED Monitor,8,150.0,2022-08-30 18:00:00,Spain,58608
433592,Laptop Stand,6,30.0,2024-07-04 15:00:00,Italy,93205
616906,Noise Cancelling Headphones,10,120.0,2024-07-11 23:00:00,Netherlands,78258
371840,Noise Cancelling Headphones,3,120.0,2022-08-23 14:00:00,Germany,68447
256334,Laptop Stand,8,30.0,2024-09-12 23:00:00,Spain,29400
739129,LED Monitor,3,150.0,2024-03-28 23:00:00,Netherlands,23635
162772,Bluetooth Speaker,3,45.0,2024-10-13 14:00:00,United Kingdom,81805
710450,Webcam HD,2,39.99,2024-04-13 04:00:00,Belgium,62787
667697,Laptop Stand,7,30.0,2022-06-03 18:00:00,France,32807
560457,Laptop Stand,9,30.0,2024-06-24 16:00:00,United Kingdom,21457
700280,Laptop Stand,5,30.0,2022-07-20 18:00:00,France,81295
899035,Noise Cancelling Headphones,9,120.0,2023-10-25 20:00:00,Netherlands,82671
218096,Bluetooth Speaker,1,45.0,2023-03-10 17:00:00,Spain,62918
216798,LED Monitor,9,150.0,2023-11-26 05:00:00,Netherlands,52091
486636,Mechanical Keyboard,2,85.0,2023-03-05 00:00:00,Spain,77770
686019,Wireless Mouse,6,15.99,2022-11-13 22:00:00,United Kingdom,93430
698115,Wireless Mouse,3,15.99,2023-08-21 21:00:00,Spain,55252
979930,USB-C Cable,5,7.99,2023-06-29 03:00:00,Germany,81553
860532,Mechanical Keyboard,5,85.0,2022-08-21 21:00:00,Italy,41568
200442,LED Monitor,8,150.0,2023-07-19 15:00:00,France,93763
254228,Bluetooth Speaker,7,45.0,2022-10-27 21:00:00,United Kingdom,95602
531239,Webcam HD,1,39.99,2022-04-22 16:00:00,Italy,47300
906860,Smartwatch,2,199.99,2024-02-16 07:00:00,Spain,79695
563937,Smartwatch,8,199.99,2024-03-07 22:00:00,Spain,40830
758495,Mechanical Keyboard,4,85.0,2022-11-06 14:00:00,Italy,68853
426062,Smartwatch,5,199.99,2024-09-30 22:00:00,Belgium,62073
449291,Mechanical Keyboard,7,85.0,2024-02-28 01:00:00,Spain,20206
475658,Mechanical Keyboard,5,85.0,2023-07-30 09:00:00,France,15137
368492,Noise Cancelling Headphones,4,120.0,2023-12-03 20:00:00,Belgium,48899
730806,Noise Cancelling Headphones,3,120.0,2024-08-28 03:00:00,United Kingdom,60782
240156,Wireless Mouse,2,15.99,2022-10-14 07:00:00,Germany,86310
145753,Wireless Mouse,1,15.99,2024-05-14 02:00:00,Netherlands,26306
227620,USB-C Cable,8,7.99,2024-12-28 08:00:00,Italy,14459
669200,Webcam HD,9,39.99,2023-06-15 01:00:00,United Kingdom,23251
157104,Noise Cancelling Headphones,8,120.0,2022-03-30 16:00:00,Spain,78146
149645,Wireless Mouse,1,15.99,2024-09-04 01:00:00,Germany,21415
653326,Portable SSD,2,99.99,2022-12-04 06:00:00,United Kingdom,13997
591449,Noise Cancelling Headphones,3,120.0,2022-12-07 04:00:00,United Kingdom,50700
231200,Laptop Stand,4,30.0,2022-01-26 18:00:00,Netherlands,86398
629756,Bluetooth Speaker,2,45.0,2022-08-14 12:00:00,United Kingdom,95984
496422,Laptop Stand,2,30.0,2023-02-27 11:00:00,Spain,40933
640614,Wireless Mouse,9,15.99,2024-02-14 10:00:00,Germany,24237
676599,Smartwatch,2,199.99,2023-08-25 06:00:00,Belgium,86316
330758,USB-C Cable,1,7.99,2022-03-23 08:00:00,United Kingdom,43308
796420,Smartwatch,1,199.99,2024-09-11 23:00:00,Spain,73176
563163,Webcam HD,6,39.99,2023-02-15 16:00:00,Belgium,25626
297411,Wireless Mouse,5,15.99,2022-11-22 10:00:00,Belgium,20475
916528,Noise Cancelling Headphones,8,120.0,2023-08-25 12:00:00,United Kingdom,97374
764784,Laptop Stand,9,30.0,2024-02-18 20:00:00,Italy,83875
156376,LED Monitor,2,150.0,2022-02-12 05:00:00,Belgium,52862
702537,Bluetooth Speaker,8,45.0,2023-05-16 13:00:00,Italy,56635
618097,Mechanical Keyboard,10,85.0,2022-07-24 07:00:00,Belgium,85464
692300,LED Monitor,4,150.0,2022-04-30 09:00:00,Italy,16355
696233,USB-C Cable,10,7.99,2024-07-20 17:00:00,Germany,68968
210175,Noise Cancelling Headphones,7,120.0,2023-02-14 05:00:00,France,61791
327769,Portable SSD,1,99.99,2024-04-14 04:00:00,France,59460
764369,Wireless Mouse,6,15.99,2022-03-20 15:00:00,Belgium,66174
515121,Mechanical Keyboard,1,85.0,2022-09-30 09:00:00,Spain,80925
680996,Wireless Mouse,4,15.99,2023-09-01 03:00:00,Germany,78512
213205,Webcam HD,9,39.99,2022-08-28 12:00:00,Italy,45320
182851,Wireless Mouse,9,15.99,2023-12-20 22:00:00,Netherlands,43611
986597,Mechanical Keyboard,1,85.0,2024-12-30 17:00:00,United Kingdom,65955
970316,LED Monitor,2,150.0,2024-03-06 09:00:00,Italy,79350
639270,LED Monitor,5,150.0,2023-03-01 04:00:00,Netherlands,28160
827124,Webcam HD,2,39.99,2023-02-04 15:00:00,Netherlands,64612
772042,Wireless Mouse,8,15.99,2024-05-19 13:00:00,Spain,34637
674071,Portable SSD,3,99.99,2022-05-14 05:00:00,Belgium,16787
263624,LED Monitor,7,150.0,2022-01-11 16:00:00,Spain,46691
935775,Wireless Mouse,7,15.99,2022-06-29 21:00:00,United Kingdom,13694
308852,Bluetooth Speaker,7,45.0,2023-12-12 03:00:00,United Kingdom,15563
150456,Bluetooth Speaker,10,45.0,2023-02-16 08:00:00,Belgium,18030
680707,USB-C Cable,10,7.99,2024-06-23 20:00:00,Germany,71283
995670,Wireless Mouse,3,15.99,2023-04-14 06:00:00,United Kingdom,33341
623128,Bluetooth Speaker,8,45.0,2023-08-23 21:00:00,Italy,28989
414919,LED Monitor,10,150.0,2023-11-08 02:00:00,Spain,32654
723432,USB-C Cable,7,7.99,2022-03-20 06:00:00,Italy,44833
475623,Noise Cancelling Headphones,6,120.0,2024-06-17 07:00:00,Belgium,48516
546914,LED Monitor,7,150.0,2024-06-30 18:00:00,France,12032
186962,Webcam HD,10,39.99,2023-09-25 09:00:00,Germany,85736
574603,LED Monitor,6,150.0,2022-11-25 20:00:00,France,90661
959344,Smartwatch,1,199.99,2022-04-04 16:00:00,France,74625
127871,Mechanical Keyboard,2,85.0,2022-08-27 20:00:00,Spain,32950
530252,Laptop Stand,8,30.0,2023-12-21 01:00:00,Italy,15910
530218,Smartwatch,3,199.99,2024-05-05 23:00:00,Germany,43997
783620,Portable SSD,2,99.99,2022-03-21 23:00:00,Italy,56459
981510,USB-C Cable,9,7.99,2022-01-17 17:00:00,Italy,84068
227512,Mechanical Keyboard,4,85.0,2023-11-17 18:00:00,United Kingdom,66985
520333,Laptop Stand,7,30.0,2024-07-03 05:00:00,Italy,36481
586763,Wireless Mouse,5,15.99,2022-01-24 15:00:00,Italy,52132
780548,Mechanical Keyboard,1,85.0,2022-07-27 17:00:00,United Kingdom,10155
895287,LED Monitor,4,150.0,2024-07-02 15:00:00,Italy,72318
543543,Portable SSD,8,99.99,2023-07-29 17:00:00,Spain,73761
912047,USB-C Cable,4,7.99,2023-03-06 04:00:00,Spain,68355
471703,USB-C Cable,2,7.99,2024-09-25 01:00:00,Germany,49493
322746,Noise Cancelling Headphones,9,120.0,2022-01-03 18:00:00,Italy,37843
189935,Laptop Stand,5,30.0,2024-12-14 13:00:00,Netherlands,60711
451874,Webcam HD,7,39.99,2022-10-13 01:00:00,Italy,43402
439053,USB-C Cable,5,7.99,2024-04-30 13:00:00,Italy,54727
977551,Noise Cancelling Headphones,4,120.0,2024-09-01 01:00:00,Belgium,69228
586756,USB-C Cable,8,7.99,2023-09-15 00:00:00,Belgium,72189
725305,Mechanical Keyboard,10,85.0,2024-05-08 18:00:00,United Kingdom,78737
172622,Laptop Stand,2,30.0,2023-11-28 04:00:00,Spain,50316
510377,Bluetooth Speaker,9,45.0,2023-03-06 18:00:00,Italy,69103
924057,USB-C Cable,10,7.99,2024-04-14 07:00:00,Spain,85938
560715,Wireless Mouse,7,15.99,2022-08-15 09:00:00,Italy,44370
705853,Smartwatch,9,199.99,2024-01-12 15:00:00,Germany,60512
651650,Portable SSD,2,99.99,2022-04-25 05:00:00,Germany,18361
599678,Bluetooth Speaker,9,45.0,2024-11-24 22:00:00,Italy,94004
803772,Smartwatch,8,199.99,2024-09-15 01:00:00,France,34646
501064,Wireless Mouse,9,15.99,2024-04-20 12:00:00,France,27127
178779,Laptop Stand,5,30.0,2023-05-11 14:00:00,Italy,10678
965191,Portable SSD,4,99.99,2023-04-17 17:00:00,France,20568
221314,USB-C Cable,2,7.99,2023-09-03 01:00:00,Italy,94770
812548,Smartwatch,5,199.99,2022-01-05 19:00:00,United Kingdom,90920
426504,Bluetooth Speaker,7,45.0,2022-05-23 06:00:00,Italy,75950
646603,Smartwatch,1,199.99,2022-03-31 16:00:00,United Kingdom,79555
582373,Smartwatch,3,199.99,2022-10-25 18:00:00,Germany,15257
673249,LED Monitor,5,150.0,2023-01-10 14:00:00,Netherlands,67739
430259,Noise Cancelling Headphones,5,120.0,2024-09-12 00:00:00,Spain,96992
592790,Portable SSD,1,99.99,2023-10-27 21:00:00,France,91700
425409,Portable SSD,4,99.99,2022-06-07 11:00:00,United Kingdom,16734
263518,Bluetooth Speaker,4,45.0,2022-10-08 18:00:00,Italy,64789
624617,Noise Cancelling Headphones,5,120.0,2024-05-23 06:00:00,Germany,22453
570373,Smartwatch,5,199.99,2022-02-28 04:00:00,Belgium,61708
118892,LED Monitor,8,150.0,2024-05-16 01:00:00,Netherlands,13785
698747,LED Monitor,6,150.0,2024-11-10 17:00:00,Germany,23541
897500,Mechanical Keyboard,7,85.0,2022-04-10 02:00:00,France,53806
902627,Wireless Mouse,6,15.99,2023-06-17 15:00:00,Spain,74259
437384,Wireless Mouse,8,15.99,2024-02-04 18:00:00,Netherlands,73023
542997,Mechanical Keyboard,9,85.0,2024-11-19 22:00:00,Belgium,71596
966973,Laptop Stand,9,30.0,2022-10-04 04:00:00,France,84794
601726,Smartwatch,7,199.99,2022-01-31 18:00:00,Germany,16734
894625,Laptop Stand,10,30.0,2022-09-03 01:00:00,France,28413
169735,Noise Cancelling Headphones,4,120.0,2024-03-18 05:00:00,United Kingdom,72510
996397,Smartwatch,8,199.99,2023-01-22 14:00:00,Italy,29388
750890,Bluetooth Speaker,9,45.0,2023-12-18 07:00:00,Belgium,76998
520359,Webcam HD,8,39.99,2023-11-12 20:00:00,Netherlands,60618
140746,Laptop Stand,3,30.0,2023-09-23 01:00:00,Italy,91172
993434,Webcam HD,8,39.99,2023-01-25 13:00:00,United Kingdom,73002
358585,LED Monitor,9,150.0,2023-03-13 01:00:00,Netherlands,51100
902739,Laptop Stand,2,30.0,2022-01-14 13:00:00,Spain,60908
348410,Mechanical Keyboard,7,85.0,2024-01-02 22:00:00,Spain,98396
175678,Bluetooth Speaker,10,45.0,2023-10-31 05:00:00,Belgium,39512
762750,LED Monitor,3,150.0,2022-11-06 01:00:00,United Kingdom,94561
630926,USB-C Cable,3,7.99,2022-08-22 07:00:00,Belgium,26016
805438,LED Monitor,10,150.0,2023-11-04 12:00:00,Germany,93823
420477,Wireless Mouse,6,15.99,2023-07-02 16:00:00,United Kingdom,90274
229832,Laptop Stand,1,30.0,2022-06-07 09:00:00,Germany,64534
603865,Laptop Stand,4,30.0,2023-05-12 12:00:00,Spain,74160
542800,Noise Cancelling Headphones,1,120.0,2023-09-09 07:00:00,United Kingdom,80392
895272,LED Monitor,7,150.0,2023-02-20 20:00:00,United Kingdom,41513
179668,Wireless Mouse,7,15.99,2024-05-15 12:00:00,Germany,13326
284348,LED Monitor,1,150.0,2022-04-27 09:00:00,Netherlands,26290
311850,Wireless Mouse,9,15.99,2023-03-15 14:00:00,United Kingdom,31734
612696,USB-C Cable,10,7.99,2022-12-26 10:00:00,United Kingdom,16161
483289,Smartwatch,8,199.99,2024-09-14 16:00:00,Spain,59294
510033,USB-C Cable,6,7.99,2023-01-13 04:00:00,France,62426
770377,Webcam HD,10,39.99,2024-04-04 21:00:00,Italy,27149
330867,Portable SSD,6,99.99,2023-02-05 09:00:00,Italy,78477
465217,Bluetooth Speaker,8,45.0,2024-06-30 22:00:00,Germany,48860
180694,Mechanical Keyboard,3,85.0,2023-06-07 20:00:00,Germany,95111
799103,Portable SSD,5,99.99,2022-08-16 17:00:00,Italy,92278
485954,Smartwatch,9,199.99,2024-03-23 17:00:00,Germany,31900
434069,Portable SSD,1,99.99,2022-07-26 16:00:00,Belgium,65678
860283,Smartwatch,8,199.99,2023-08-30 10:00:00,France,36021
345545,Portable SSD,5,99.99,2024-10-25 18:00:00,Germany,64530
114176,Laptop Stand,2,30.0,2022-10-02 00:00:00,Italy,45936
536535,Bluetooth Speaker,1,45.0,2023-10-16 23:00:00,France,80689
219090,Laptop Stand,8,30.0,2022-08-03 10:00:00,France,49369
271012,Smartwatch,6,199.99,2022-07-07 03:00:00,Belgium,55391
237996,Noise Cancelling Headphones,8,120.0,2024-09-14 07:00:00,Germany,68290
657070,Webcam HD,7,39.99,2024-09-14 15:00:00,Italy,18745
644542,Webcam HD,4,39.99,2022-06-03 22:00:00,Netherlands,73087
466431,Laptop Stand,4,30.0,2023-11-16 08:00:00,United Kingdom,61409
695185,Webcam HD,4,39.99,2024-05-02 09:00:00,Netherlands,42911
984795,Portable SSD,8,99.99,2024-07-29 00:00:00,Germany,54160
